Helpful,StarRatings,Tags,Days,Textual Messages,ID,,Number
,2,http://www.amazon.com/gp/review/RWK70U8AUEBWF/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on December 3, 2014","I recently purchased the Samsung Galaxy 5S after reading reviews for both the new Samsung and Apple products. I am not a fan of Apple, and have several Samsung products (t.v., computer, DVD player etc) so I thought I would go with the Samsung phone. Glad that Best Buy has a 14 day return policy!!! First off, I chose the phone because the camera specs are much better. Don't believe the hype!!! My Motorola Atrix HD took better pictures. Outside, or in bright light pictures are great, but indoor and closeup pictures are very pixelated, and fuzzy as if you were taking pictures of moving objects (even with the photo stabilizer on). So for those who want to take selfies...forget about it! Next is when is big too big? The 5s is larger than the 4. It is even too large to sit in my cup holder when I am driving, or the one on the treadmill while I am working out. The other thing that is too big...the input jack. I thought head phone jacks were a universal size, but the one on the 5s does not allow you to firmly connect a set of headphones. I assume they expect everyone to use bluetooth phones, or the ones that came with the phone, but those headphones are not as nice as the ones that I se when working out... As far as the phone itself goes, it is a clear signal and I have no issue with blue tooth pairings. So that is good..but if you are buying it for the camera, you will be let down!",George Gray,Samsung_S5,45
4 of 6 people found the following review helpful,5,http://www.amazon.com/gp/review/RM1PD8B7LGLVD/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on June 26, 2014","Disclaimer: I bought my Galaxy s5 directly from T-Mobile (USA), so my review is regarding the phone itself, not the one sold by this particular seller. I love it. In my house I have a problem getting network signal from different providers. My calls were getting dropped or going directly to voice mail. This phone has a feature that allows it to work with my WiFi as well as the network. My calls are not getting dropped anymore. The camera is outstanding. The photos look great. It has a call reject feature that allows you to block certain numbers such as telemarketers, etc. It has a download booster that allows you to use the network AND your WiFi when you're downloading stuff. But I believe that this feature only works with T-Mobile right now. It has a Finger Scanner that you can use when you unlock your screen as well as to make PayPal payments. It has an Emergency mode that allows you to automatically send an SOS message along with a front and back photo of where you are to up to 3 contacts. That's just a few of the features. But for me the main feature and the reason for buying this phone was the fact that it works with my home's WIFI so my calls don't get dropped anymore, which was extremely annoying. I love this phone.","Marfa Otano ""CraftingMarfa""",Samsung_S5,46
1 of 1 people found the following review helpful,3,http://www.amazon.com/gp/review/R338UT8BAO1VSM/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on July 11, 2014",I got my phone on time and it was working fine until yesterday the camera stop working and now it only says... Camera Fails... i do not know to fix it... i need help please,Roberta Ferreira,Samsung_S5,47
2 of 3 people found the following review helpful,1,http://www.amazon.com/gp/review/R22KQ0HLGMXBJI/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on August 11, 2014","Service was great, and I got it before the delivery estimated date. However, this by far has to be one of the WORST cellular phones I have ever used (before this one I had an Iphone 4). It hates connecting to wifi (it doesn't keep its connection) , the music I downloaded doesn't work-it always skips, and it pauses for no reason and just doesn't perform right, the FRONT camera is broken (the worst quality photos I have ever taken (too pixilated and dark, plus the multiple features don't work for the different camera settings), the fingerprint scanner just won't open or allow me to do it in the first place, the powersave option doesn't work, the speakers (on the back) are terrible quality and sounds awful, AND the heart rate monitor doesn't work - it never detects a pulse. I'm not sure whether this happens alot, but this has been one of the worst cellphone experiences of my life. The screen quality and images in that sense look beautiful though. My phone also arrived new and pristine (no scratches.)",Sabrina B.,Samsung_S5,48
1 of 1 people found the following review helpful,1,http://www.amazon.com/gp/review/RZNC6W6KWDPM5/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on August 8, 2014",The phone seems to be ok.. Unfortunately i can not enjoy it fully as the battery has been giving out on me in 3hrs or less,Julianno,Samsung_S5,49
,4,http://www.amazon.com/gp/review/RCNL2M81SNLKS/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on August 30, 2014","I received the phone on time and have been using it for a few days. When the phone arrived the seal on the box, the one that states ""Do not accept if seal is broken"", was indeed broken. The phone has been working fine and I haven't had any problems but, I've only had it a few days. I didn't have a problem getting a sim card to work. I wish a manual would have come with it. It came from Nigeria and I had to search out the model number to get the correct manual for the phone. If you go to this link, http://galaxys5guide.com/galaxy-s5-manual/ you'll be able to choose which country and language format you want. There was a sticker on the box that said there is a 24 month Nigerian warranty so I don't think that will apply to my phone since I'm in the US. I will update my rating as time goes on. The phone was purchased from One Time Cell.",Emily E.,Samsung_S5,50
,5,http://www.amazon.com/gp/review/R2WI1UAMUE69SH/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on December 4, 2014","Smartphone is unlocked and run with 4G. Don't buy it with contract. the camera is very nice! and the batterypower is nice,too!!2 days min ! I bought some accessoires for it (Case,docking-station,charger pad...) charger pad: http://www.amazon.com/gp/product/B00DDTZN4S/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00DDTZN4S&linkCode=as2&tag=reisepetze-20&linkId=VFOFEAVLD3OIS5WK case: http://www.amazon.com/gp/search/ref=as_li_qf_sp_sr_il_tl?ie=UTF8&camp=1789&creative=9325&index=aps&keywords=s5%20case&linkCode=as2&tag=reisepetze-20&linkId=P3SSFZETZXEGQ5MA docking-station: http://www.amazon.com/gp/product/B00IT6RB7M/ref=as_li_qf_sp_asin_il_tl?ie=UTF8&camp=1789&creative=9325&creativeASIN=B00IT6RB7M&linkCode=as2&tag=reisepetze-20&linkId=2WVQT7IX2VG5BCE4",Reiner Fred Michael,Samsung_S5,51
8 of 12 people found the following review helpful,1,http://www.amazon.com/gp/review/R70UTH4FVOIF5/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on June 12, 2014","I was very disappointed in receiving this phone. First issue I had was that it wont do 4G LTE despite the answers given from people inquiring about the phone. Secondly was the packaging; didn't have the standard Samsung screen protector on it , just a clear one. They also didn't include the USB 3.0 cable! they packaged it with the standard micro cable. I can say that it's a real Galaxy S5, but I think a 3rd party repackages the contents and then ship them out. The side of the box said for ""Americas/ Carribean"" SIM only!",JoyBoy,Samsung_S5,52
1 of 1 people found the following review helpful,3,http://www.amazon.com/gp/review/R1FXET6NA0GEYL/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on November 27, 2014","I received item 2 weeks late and the box seal is broken, so disappointed. I don't know what happened??????",Akhmad Mosleh,Samsung_S5,53
2 of 3 people found the following review helpful,5,http://www.amazon.com/gp/review/R2JDZQNAP5654I/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on September 25, 2014","I had an S4 and I accedentally bundled it up in my sheets--my sheets were black and so was my phone--and washed it. My S4 was totally broken, and it cost me $450 with a new 2 year contact. I bought the new S5 and found out it was waterproof, but refused to buy the protection agreement because I am usually very responsible. Believe it or not, my dogs peed on my bed and somehow my new S5 got wrapped-up in the sheets--again! My New S5 was in the washer for at least 10 minutes, but when I pulled it out, It was fully functional! It is totally waterproof, and I am so grateful--because I am a bonehead--my S5 has proved itself--this is the REAL DEAL!!!",Doug,Samsung_S5,54
2 of 3 people found the following review helpful,1,http://www.amazon.com/gp/review/R3SK271EI537CQ/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on July 10, 2014",had a Motorola Droid that I cracked my screen on that was great and battery life forever SO I UPGRADED . Now I have been on samsung remote help for 4 days and about 1-11/2 hrs each day trying to keep my e-mail working and syncing with this phone. They all go in re do everything and it works for 1-6 hrs. Then quits syncing again with my computer and won't refresh. i have been told everything and lastly this phone can't do that ? WHAT? How do you explain working for periods of time ? I have never had this problem with past i-phones or Droids. BAD MISTAKE ON MY PART GETTING THIS PHONE. Have not had this phone a week yet and have benn fixing it every day.,Walter L. Claggett,Samsung_S5,55
12 of 18 people found the following review helpful,5,http://www.amazon.com/gp/review/R1HQB6PUHPLMOP/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on May 16, 2014","I used a galaxy S2 before i bought this phone, so for me it's a big upgrade. My galaxy S2 started lagging(crashing and taking up too much ram memory) on newer applications, it was too slow. Galaxy S5 is super fast and and smooth, everything is just better than my old phone. I bought it from the seller ""WorldWide Distributors"".",anatoliy,Samsung_S5,56
,4,http://www.amazon.com/gp/review/R26R7T7ZB1NC3V/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on October 13, 2014","Problem with the email app staying logged in needs to be fixed. Every time is refresh my email, a pop-up comes up stating that the server password has changed. I know I have not changed my password, so I type it in and the email loads, until an hour later when the process begins again. Also, there needs to be a way for the ringtone and notification volumes to be linked like it is for the older Galaxy phones. I do not like how the volume bar only changes the ringtone volume and not the notification volume. It is a hassle to go into the settings to change the volumes separately, there should be an option to link them.",Donna B. Pace,Samsung_S5,57
,1,http://www.amazon.com/gp/review/R3OQSRTND2207A/ref=cm_cr_pr_rvw_ttl?ie=UTF8&ASIN=B00J4TK4B8,"on November 28, 2014","WARNING! Not a 4G Phone. Saying ""International Version"" means nothing. There are a significant number of variants of this phone, in the US and Internationally - there is no one ""International Version"" except in the minds of scam artists. THIS ONE is the SM-G900H, and is the 'freak' of them, it has a lot of different 3G support bands, but DOES NOT HAVE ANY 4G Capacity. HSPA+ IS NOT 4G (except in the delusional minds of TMob USA marketing staff in the past). 4G is LTE. This phone supports NO 4G Bands. I travel a lot between Europe, the US and South America, and we have 2 S5s, the AT&T SM-G900A (bought from amazon usa) and an Irish SM-G900F. DO NOT BUY SM-G900H unless you know for fact that you need it for specific countries. For those who roam, thus far both our 2 phones have managed to get 4G whereever we are (when it exists), though in some countries some carriers won't work. For example the US AT&T one won't work fast on Vodaphone Ireland (but will on the other networks), and the Irish one only works on the main Colombian carrier (Claro) (Obviously we have them both unlocked). Also, bear in mind some carriers use multiple bands - varying by area... The H version sold here is trying to be a ""global phone"" matching a huge number of 3G bands - but the price is no 4G support at all, anywhere. I've yet to encounter a situation where it would be helpful. This seller (Cell Floor) is being deliberately, dangerously misleading. Not mentioning something that consumers will rightly assume, 4G support, amounts to FRAUD.",a,Samsung_S5,58
